752
7 17300 10577 10578 1
7 17135 10578 10577 -1
7 17135 10577 10460 1
7 17134 10460 10577 -1
7 17134 10576 10460 1
7 17133 10460 10576 -1
7 17133 10576 10459 1
7 17132 10459 10576 -1
7 17132 10575 10459 1
7 17131 10459 10575 -1
7 17131 10575 10458 1
7 17130 10458 10575 -1
7 17130 10575 10457 1
7 17129 10457 10575 -1
7 17129 10574 10457 1
7 17128 10457 10574 -1
7 17128 10574 10456 1
7 17127 10456 10574 -1
7 17127 10573 10456 1
7 17126 10456 10573 -1
7 17126 10573 10572 1
7 17288 10572 10573 -1
7 17288 10677 10572 1
7 17287 10572 10677 -1
7 17287 10677 10571 1
7 17286 10571 10677 -1
7 17286 10676 10571 1
7 17285 10571 10676 -1
7 17285 10676 10675 1
7 17452 10675 10676 -1
7 17452 10791 10675 1
7 17451 10675 10791 -1
7 17451 10790 10675 1
7 17450 10675 10790 -1
7 17450 10790 10674 1
7 17449 10674 10790 -1
7 17449 10790 10673 1
7 17448 10673 10790 -1
7 17448 10789 10673 1
7 17447 10673 10789 -1
7 17447 10789 10672 1
7 17446 10672 10789 -1
7 17446 10788 10672 1
7 17445 10672 10788 -1
7 17445 10787 10672 1
7 17444 10672 10787 -1
7 17444 10787 10671 1
7 17443 10671 10787 -1
7 17443 10787 10670 1
7 17442 10670 10787 -1
7 17442 10786 10670 1
7 17441 10670 10786 -1
7 17441 10785 10670 1
7 17440 10670 10785 -1
7 17440 10785 10669 1
8 9021 5361 5240 -1
8 9021 5240 5362 1
8 9022 5240 5363 -1
8 9022 5363 5362 1
8 9222 5362 5363 -1
8 9222 5495 5362 1
8 9221 5362 5495 -1
8 9221 5495 5494 1
8 9427 5494 5495 -1
8 9427 5630 5494 1
8 9426 5494 5630 -1
8 9426 5630 5493 1
8 9425 5493 5630 -1
8 9425 5630 5629 1
8 9630 5629 5630 -1
8 9630 5747 5629 1
8 9629 5629 5747 -1
8 9629 5747 5628 1
8 9628 5628 5747 -1
8 9628 5746 5628 1
8 9627 5628 5746 -1
8 9627 5746 5745 1
8 9805 5745 5746 -1
8 9805 5859 5745 1
8 9804 5745 5859 -1
8 9804 5858 5745 1
8 9803 5745 5858 -1
8 9803 5858 5744 1
8 9802 5744 5858 -1
8 9802 5858 5857 1
8 9963 5857 5858 -1
8 9963 5960 5857 1
9 6015 3413 3464 -1
9 6015 3463 3413 1
9 6014 3413 3463 -1
9 6014 3463 3412 1
9 6013 3412 3463 -1
9 6013 3463 3462 1
9 6102 3462 3463 -1
9 6102 3515 3462 1
9 6101 3462 3515 -1
9 6101 3514 3462 1
9 6100 3462 3514 -1
9 6100 3514 3513 1
9 6197 3513 3514 -1
9 6197 3573 3513 1
9 6196 3513 3573 -1
9 6196 3573 3572 1
9 6304 3572 3573 -1
9 6304 3641 3572 1
9 6303 3572 3641 -1
9 6303 3641 3640 1
10 7681 4383 4495 -1
10 7681 4494 4383 1
10 7680 4383 4494 -1
10 7680 4494 4382 1
10 7679 4382 4494 -1
10 7679 4493 4382 1
10 7678 4382 4493 -1
10 7678 4493 4492 1
10 7852 4492 4493 -1
10 7852 4602 4492 1
10 7851 4492 4602 -1
10 7851 4602 4601 1
10 8033 4601 4602 -1
10 8033 4718 4601 1
10 8032 4601 4718 -1
10 8032 4717 4601 1
10 8031 4601 4717 -1
10 8031 4717 4600 1
10 8030 4600 4717 -1
10 8030 4717 4716 1
10 8213 4716 4717 -1
10 8213 4834 4716 1
10 8212 4716 4834 -1
10 8212 4834 4833 1
11 8249 4859 4736 -1
11 8249 4856 4859 1
11 8426 4859 4856 -1
11 8426 4856 4979 1
11 8427 4979 4856 -1
11 8427 4980 4979 1
11 8622 4979 4980 -1
11 8622 4980 5106 1
11 8623 5106 4980 -1
11 8623 4981 5106 1
11 8624 5106 4981 -1
11 8624 5107 5106 1
11 8806 5106 5107 -1
11 8806 5107 5224 1
11 8807 5224 5107 -1
11 8807 5225 5224 1
11 8990 5224 5225 -1
11 8990 5225 5345 1
11 8991 5345 5225 -1
11 8991 5346 5345 1
11 9187 5345 5346 -1
11 9187 5346 5477 1
11 9188 5477 5346 -1
11 9188 5478 5477 1
11 9393 5477 5478 -1
11 9393 5478 5613 1
11 9394 5613 5478 -1
11 9394 5614 5613 1
12 6824 3966 3871 -1
12 6824 3965 3966 1
12 6981 3966 3965 -1
12 6981 3965 4063 1
12 6982 4063 3965 -1
12 6982 4064 4063 1
12 7150 4063 4064 -1
12 7150 4064 4166 1
12 7151 4166 4064 -1
12 7151 4064 4167 1
12 7152 4167 4064 -1
12 7152 4158 4167 1
13 6819 3869 3961 -1
13 6819 3960 3869 1
13 6818 3869 3960 -1
13 6818 3960 3868 1
13 6817 3868 3960 -1
13 6817 3959 3868 1
13 6816 3868 3959 -1
13 6816 3959 3958 1
14 4709 2715 2668 -1
14 4709 2669 2715 1
14 4710 2715 2669 -1
14 4710 2669 2670 1
14 4626 2670 2669 -1
14 4626 2618 2670 1
14 4627 2670 2618 -1
14 4627 2671 2670 1
14 4714 2670 2671 -1
14 4714 2671 2718 1
14 4715 2718 2671 -1
14 4715 2671 2719 1
14 4716 2719 2671 -1
14 4716 2672 2719 1
14 4717 2719 2672 -1
14 4717 2672 2720 1
14 4718 2720 2672 -1
14 4718 2673 2720 1
14 4719 2720 2673 -1
14 4719 2673 2721 1
14 4720 2721 2673 -1
14 4720 2674 2721 1
14 4721 2721 2674 -1
14 4721 2674 2722 1
14 4722 2722 2674 -1
14 4722 2675 2722 1
14 4723 2722 2675 -1
14 4723 2675 2723 1
15 1999 1157 1067 -1
15 1999 1067 1156 1
15 2000 1156 1067 -1
15 2000 1068 1156 1
15 2001 1156 1068 -1
15 2001 1158 1156 1
15 2171 1156 1158 -1
15 2171 1158 1250 1
15 2173 1250 1158 -1
15 2173 1159 1250 1
15 2174 1250 1159 -1
15 2174 1159 1252 1
15 2175 1252 1159 -1
15 2175 1160 1252 1
15 2176 1252 1160 -1
15 2176 1160 1253 1
15 2177 1253 1160 -1
15 2177 1161 1253 1
15 2178 1253 1161 -1
15 2178 1161 1254 1
15 2179 1254 1161 -1
15 2179 1255 1254 1
15 2347 1254 1255 -1
15 2347 1255 1343 1
15 2348 1343 1255 -1
15 2348 1344 1343 1
15 2504 1343 1344 -1
15 2504 1344 1429 1
16 7823 4586 4477 -1
16 7823 4477 4478 1
16 7652 4478 4477 -1
16 7652 4369 4478 1
16 7653 4478 4369 -1
16 7653 4369 4479 1
16 7654 4479 4369 -1
16 7654 4370 4479 1
16 7655 4479 4370 -1
16 7655 4370 4480 1
16 7656 4480 4370 -1
16 7656 4371 4480 1
16 7657 4480 4371 -1
16 7657 4371 4481 1
16 7658 4481 4371 -1
16 7658 4372 4481 1
16 7659 4481 4372 -1
16 7659 4372 4482 1
16 7660 4482 4372 -1
16 7660 4373 4482 1
16 7661 4482 4373 -1
16 7661 4373 4483 1
16 7662 4483 4373 -1
16 7662 4373 4484 1
16 7663 4484 4373 -1
16 7663 4374 4484 1
17 10054 6019 5924 -1
17 10054 5925 6019 1
17 10055 6019 5925 -1
17 10055 5925 6020 1
17 10056 6020 5925 -1
17 10056 5925 6021 1
17 10057 6021 5925 -1
17 10057 5926 6021 1
17 10058 6021 5926 -1
17 10058 5926 6022 1
17 10059 6022 5926 -1
17 10059 5927 6022 1
17 10060 6022 5927 -1
17 10060 5927 6023 1
17 10061 6023 5927 -1
17 10061 5928 6023 1
17 10062 6023 5928 -1
17 10062 6024 6023 1
17 10215 6023 6024 -1
17 10215 6024 6126 1
18 11854 7161 7081 -1
18 11854 7081 7082 1
18 11730 7082 7081 -1
18 11730 6992 7082 1
18 11731 7082 6992 -1
18 11731 6994 7082 1
18 11732 7082 6994 -1
18 11732 6994 7083 1
18 11733 7083 6994 -1
18 11733 6995 7083 1
18 11734 7083 6995 -1
18 11734 6995 7084 1
18 11735 7084 6995 -1
18 11735 7085 7084 1
19 13887 8377 8463 -1
19 13887 8463 8375 1
19 13886 8375 8463 -1
19 13886 8462 8375 1
19 13885 8375 8462 -1
19 13885 8374 8375 1
19 13733 8375 8374 -1
19 13733 8374 8280 1
19 13732 8280 8374 -1
19 13732 8373 8280 1
19 13731 8280 8373 -1
19 13731 8373 8281 1
19 13735 8281 8373 -1
19 13735 8376 8281 1
20 9926 5939 5833 -1
20 9926 5833 5834 1
20 9761 5834 5833 -1
20 9761 5722 5834 1
20 9762 5834 5722 -1
20 9762 5722 5835 1
20 9763 5835 5722 -1
20 9763 5836 5835 1
20 9931 5835 5836 -1
20 9931 5836 5942 1
20 9932 5942 5836 -1
20 9932 5836 5839 1
20 9970 5839 5836 -1
20 9970 5726 5839 1
20 9971 5839 5726 -1
20 9971 5726 5840 1
20 9972 5840 5726 -1
20 9972 5837 5840 1
20 9933 5840 5837 -1
20 9933 5837 5943 1
20 9934 5943 5837 -1
20 9934 5838 5943 1
21 8585 5084 4952 -1
21 8585 5081 5084 1
21 8765 5084 5081 -1
21 8765 5081 5201 1
21 8766 5201 5081 -1
21 8766 5082 5201 1
21 8767 5201 5082 -1
21 8767 5082 5202 1
22 11369 6845 6753 -1
22 11369 6844 6845 1
22 11505 6844 6931 -1 
22 11505 6931 6844 1 
23 15366 9417 9332 -1
23 15366 9332 9333 1
23 15238 9333 9332 -1
23 15238 9249 9333 1
23 15239 9333 9249 -1
23 15239 9249 9250 1
23 15112 9250 9249 -1
23 15112 9162 9250 1
23 15113 9250 9162 -1
23 15113 9162 9251 1
23 15114 9251 9162 -1
23 15114 9163 9251 1
23 15115 9251 9163 -1
23 15115 9163 9252 1
24 16292 9923 10024 -1
24 16292 10024 10023 1
24 16442 10023 10024 -1
24 16442 10117 10023 1
24 16441 10023 10117 -1
24 16441 10117 10116 1
24 16580 10116 10117 -1
24 16580 10210 10116 1
24 16579 10116 10210 -1
24 16579 10210 10209 1
24 16729 10209 10210 -1
24 16729 10312 10209 1
25 12243 7420 7330 -1
25 12243 7419 7420 1
25 12382 7420 7419 -1
25 12382 7419 7510 1
25 12383 7510 7419 -1
25 12383 7421 7510 1
25 12385 7510 7421 -1
25 12385 7421 7512 1
25 12386 7512 7421 -1
25 12386 7422 7512 1
25 12387 7512 7422 -1
25 12387 7422 7513 1
25 12388 7513 7422 -1
25 12388 7423 7513 1
25 12389 7513 7423 -1
25 12389 7423 7514 1
25 12390 7514 7423 -1
25 12390 7515 7514 1
25 12535 7514 7515 -1
25 12535 7515 7610 1
25 12536 7610 7515 -1
25 12536 7516 7610 1
25 12537 7610 7516 -1
25 12537 7611 7610 1
25 12681 7610 7611 -1
25 12681 7611 7703 1
25 12682 7703 7611 -1
25 12682 7612 7703 1
26 15044 9212 9134 -1
26 15044 9134 9126 1
26 14927 9126 9134 -1
26 14927 9052 9126 1
26 14913 9126 9052 -1
26 14913 9052 9047 1
26 14801 9047 9052 -1
26 14801 8977 9047 1
26 14791 9047 8977 -1
26 14791 8977 8973 1
26 14687 8973 8977 -1
26 14687 8977 8905 1
26 14686 8905 8977 -1
26 14686 8978 8905 1
27 17712 10845 10961 -1
27 17712 10844 10845 1
27 17531 10845 10844 -1
27 17531 10844 10730 1
27 17530 10730 10844 -1
27 17530 10731 10730 1
27 17363 10730 10731 -1
27 17363 10731 10623 1
28 16686 10283 10282 -1
28 16686 10183 10283 1
28 16687 10283 10183 -1
28 16687 10284 10283 1
28 16858 10283 10284 -1
28 16858 10284 10399 1
28 16859 10399 10284 -1
28 16859 10284 10400 1
28 16860 10400 10284 -1
28 16860 10285 10400 1
28 16861 10400 10285 -1
28 16861 10285 10401 1
28 16862 10401 10285 -1
28 16862 10402 10401 1
28 17047 10401 10402 -1
28 17047 10402 10521 1
28 17048 10521 10402 -1
28 17048 10403 10521 1
28 17049 10521 10403 -1
28 17049 10403 10522 1
28 17050 10522 10403 -1
28 17050 10523 10522 1
29 20208 12645 12554 -1
29 20208 12644 12645 1
29 20334 12645 12644 -1
29 20334 12644 12729 1
29 20335 12729 12644 -1
29 20335 12730 12729 1
29 20452 12729 12730 -1
29 20452 12730 12809 1
29 20453 12809 12730 -1
29 20453 12732 12809 1
29 20455 12809 12732 -1
29 20455 12732 12811 1
30 19948 12460 12366 -1
30 19948 12367 12460 1
30 19949 12460 12367 -1
30 19949 12367 12461 1
30 19950 12461 12367 -1
30 19950 12368 12461 1
30 19951 12461 12368 -1
30 19951 12368 12462 1
30 19952 12462 12368 -1
30 19952 12369 12462 1
30 19953 12462 12369 -1
30 19953 12369 12463 1
30 19954 12463 12369 -1
30 19954 12370 12463 1
30 19955 12463 12370 -1
30 19955 12370 12464 1
31 14058 8568 8482 -1
31 14058 8482 8483 1
31 13923 8483 8482 -1
31 13923 8395 8483 1
31 13924 8483 8395 -1
31 13924 8395 8396 1
31 13769 8396 8395 -1
31 13769 8298 8396 1
31 13770 8396 8298 -1
31 13770 8299 8396 1
31 13771 8396 8299 -1
31 13771 8299 8397 1
31 13772 8397 8299 -1
31 13772 8299 8300 1
31 13620 8300 8299 -1
31 13620 8205 8300 1
32 21609 13633 13630 -1
32 21609 13630 13587 1
32 21608 13587 13630 -1
32 21608 13586 13587 1
32 21547 13587 13586 -1
32 21547 13543 13587 1
32 21548 13587 13543 -1
32 21548 13543 13544 1
32 21489 13544 13543 -1
32 21489 13543 13496 1
32 21488 13496 13543 -1
32 21488 13498 13496 1
32 21423 13496 13498 -1
32 21423 13447 13496 1
32 21419 13496 13447 -1
32 21419 13445 13496 1
33 21815 13798 13757 -1
33 21815 13757 13796 1
33 21812 13796 13757 -1
33 21812 13756 13796 1
33 21813 13796 13756 -1
33 21813 13756 13797 1
33 21814 13797 13756 -1
33 21814 13758 13797 1
33 21816 13797 13758 -1
33 21816 13759 13797 1
33 21817 13797 13759 -1
33 21817 13759 13799 1
34 22029 13936 13967 -1
34 22029 13964 13936 1
34 22026 13936 13964 -1
34 22026 13964 13934 1
34 22025 13934 13964 -1
34 22025 13933 13934 1
34 21987 13934 13933 -1
34 21987 13933 13904 1
34 21986 13904 13933 -1
34 21986 13906 13904 1
34 21955 13904 13906 -1
34 21955 13906 13877 1
35 22262 14121 14149 -1
35 22262 14149 14120 1
35 22261 14120 14149 -1
35 22261 14148 14120 1
35 22260 14120 14148 -1
35 22260 14124 14120 1
35 22229 14120 14124 -1
35 22229 14124 14092 1
35 22228 14092 14124 -1
35 22228 14123 14092 1
35 22227 14092 14123 -1
35 22227 14123 14122 1
36 22254 14144 14115 -1
36 22254 14116 14144 1
36 22255 14144 14116 -1
36 22255 14116 14145 1
36 22256 14145 14116 -1
36 22256 14146 14145 1
36 22288 14145 14146 -1
36 22288 14146 14169 1
36 22289 14169 14146 -1
36 22289 14147 14169 1
36 22290 14169 14147 -1
36 22290 14147 14170 1
37 9755 5843 5729 -1    
37 9755 5729 5842 1
37 9774 5842 5729 -1
37 9744 5828 5842 1
38 10420 6254 6148 -1
38 10420 6148 6253 1
38 10420 6253 6148 -1
38 10421 6148 6149 1
38 10253 6149 6148 -1
38 10253 6043 6149 1
38 10254 6149 6043 -1
38 10253 6044 6149 1
38 10255 6149 6044 -1
38 10255 6044 6047 1
38 10094 6047 6044 -1
38 10094 5944 6047 1
38 10095 6047 5944 -1
38 10095 5944 5845 1
38 9936 5845 5944 -1
38 9936 5839 5845 1
38 9937 5845 5839 -1
38 9937 5839 5840 1
38 9771 5840 5839 -1
38 9771 5840 5726 1
38 9772 5726 5840 -1
38 9772 5837 5840 1
38 9933 5840 5837 -1
38 9933 5837 5943 1
38 9934 5943 5837 -1
38 9934 5837 5838 1
39 9926 5939 5833 -1
39 9926 5833 5834 1
39 9761 5834 5833 -1
39 9761 5722 5834 1
39 9762 5834 5722 -1
39 9762 5722 5835 1
39 9763 5835 5722 -1
39 9763 5722 5836 1
39 9764 5836 5722 -1
39 9764 5723 5836 1
39 9765 5836 5723 -1
39 9765 5723 5726 1
39 9592 5726 5723 -1
39 9592 5604 5726 1
39 9593 5726 5604 -1
39 9593 5724 5726 1
39 9766 5726 5724 -1
39 9766 5724 5837 1
39 9767 5837 5724 -1
39 9767 5838 5837 1
39 9934 5837 5838 -1
39 9934 5838 5943 1
40 10247 6040 6146 -1
40 10247 6145 6040 1
40 10246 6040 6145 -1
40 10246 6145 6144 1
40 10416 6144 6145 -1
40 10416 6145 6251 1
40 10417 6251 6145 -1
40 10417 6146 6251 1
40 10418 6251 6147 -1
40 10418 6147 6252 1
40 10419 6252 6147 -1
40 10419 6148 6252 1
41 9362 5592 5459 -1
41 9362 5459 5891 1
41 9360 5891 5459 -1
41 9360 5458 5891 1
41 9361 5891 5458 -1
41 9361 5458 5460 1
41 9159 5460 5458 -1
41 9159 5329 5460 1
